sentence,url,date_published,type
"This audio commentary promotes a recurring pro-Kremlin disinformation narrative, questioning the legitimacy of democracy in the US and presenting it as a repressive country.",https://euvsdisinfo.eu/report/mccarthyism-in-its-worst-forms-is-back-to-the-us-80-million-of-people-are-declared-pariahs,2021-01-14,claim
"A recurring pro-Kremlin disinformation narrative about the war in Ukraine, claiming that Russia is not part of the conflict in Donbas, that Russia has nothing to do with the war in eastern Ukraine and that there is a “civil war” in Donbas.",https://euvsdisinfo.eu/report/the-whole-world-knows-there-are-no-russian-troops-in-donbas,2020-05-21,claim
"This is a conspiracy which is consistent with recurring pro-Kremlin narratives about US-controlled Ukraine and US-organized 2014 coup d'état, Western anti-Russian activities and attempts to disrupt Ukraine-Russia relations.",https://euvsdisinfo.eu/report/obama-was-close-to-do-what-hitler-failed-to-achieve-to-tear-ukraine-apart-from-russia,2019-09-24,claim
By drawing groundless parallels between Barack Obama and Hitler this publication also brings up West / Nazi narrative.,https://euvsdisinfo.eu/report/obama-was-close-to-do-what-hitler-failed-to-achieve-to-tear-ukraine-apart-from-russia,2019-09-24,claim
This is a recurring pro-Kremlin disinformation narrative targeting Greta Thunberg.,https://euvsdisinfo.eu/report/ursula-von-der-leyen-adopts-laws-under-greta-thunbergs-dictatorship (1),2020-03-08,claim
Recurring disinformation narrative about the poisoning of a prominent Russian opposition figure Alexei Navalny.,https://euvsdisinfo.eu/report/berlin-has-not-shared-any-information-about-the-poisoning-of-navalny,2021-04-13,claim
"The article rests on a disinformation narrative based on two conspiracy theories: that there are secret biological laboratories, like the Lugar Lab in Georgia, run by the US around the world and that COVID-19 was supposedly created by the US in these laboratories for nefarious purposes.",https://euvsdisinfo.eu/report/the-pentagon-spreading-covid-19-in-different-countries,2021-07-27,claim
Recurring pro-Kremlin narrative on NATO and the US military presence in Europe - it claims that the United States may not protect its European allies if it goes against the US national interests.,https://euvsdisinfo.eu/report/the-usa-will-fulfill-natos-article-5-only-if-it-is-required-by-its-national-interests,2019-11-22,claim
A recurring narrative about the US as a “world policeman” portraying other countries as puppets of Washington.,https://euvsdisinfo.eu/report/the-us-should-leave-ukraine-as-it-did-with-afghanistan,2021-08-17,claim
Recurring pro-Kremlin disinformation narrative about Alexei Navalny.,https://euvsdisinfo.eu/report/18-diplomats-present-at-the-court-hearings-is-a-proof-that-navalny-is-a-foreign-agent,2021-02-02,claim
This is a recurring pro-Kremlin disinformation narrative about the West and NATO allegedly pursuing a belligerent and hostile agenda to contain and destabilise Russia.,https://euvsdisinfo.eu/report/the-west-pursues-an-anti-russian-campaign-to-encircle-and-destabilise-russia,2021-05-11,claim
Recurrent disinformation narrative about the US supporting terrorist movements around the world.,https://euvsdisinfo.eu/report/us-will-use-uighur-jihadists-against-china,2020-11-09,claim
"This message is a part of the Kremlin narratives about Russophobic and Anti-Russian Poland, Romania and the Czech Republic.",https://euvsdisinfo.eu/report/poland-is-pursuing-an-anti-russian-line-and-is-a-key-player-promoting-the-power-change-in-belarus,2020-12-23,claim
It also contains the familiar pro-Kremlin disinformation narrative about Western attempts to organise a colour revolution in Belarus.,https://euvsdisinfo.eu/report/poland-is-pursuing-an-anti-russian-line-and-is-a-key-player-promoting-the-power-change-in-belarus,2020-12-23,claim
"This plays into the recurring narrative that the Baltic states are leaning towards Nazism euvsdisinfo.eu/and-you-are-a-nazi-too/, Zvezda based its conclusion solely on the rankings of a single Latvian website, iBook, referencing a widget in the left bottom corner of that website reading: “The Most Current Books in 7 Days.”",https://euvsdisinfo.eu/report/mein-kampf-is-more-popular-than-harry-potter-in-latvia-2,2018-04-02,claim
A recurring pro-Kremlin disinformation narrative obfuscating Russian responsibility for the illegal annexation of Crimea and war in Ukraine.,https://euvsdisinfo.eu/report/russia-has-never-been-a-threat-to-ukraine,2021-04-03,claim
"This a recurring pro-Kremlin disinformation narrative claiming that Russia has been much more effective in combating the Covid-19 pandemic than Western countries, which have reacted “hysterically” to the pandemic.",https://euvsdisinfo.eu/report/russias-handling-of-the-covid-19-pandemic-has-been-very-effective-while-western-nations-reacted-hysterically-and-ineffectively-to-the-pandemic,2021-02-02,claim
"The message contained in the article is also consistent with the recurring pro-Kremlin narrative portraying Western societies as decadent and inhabited by weak feminised men, males who have renounced traditional virile virtues, and that Western leaders are likewise weak and effeminate (in contrast to Putin, depicted as a strong, effective and virile leader).",https://euvsdisinfo.eu/report/russias-handling-of-the-covid-19-pandemic-has-been-very-effective-while-western-nations-reacted-hysterically-and-ineffectively-to-the-pandemic,2021-02-02,claim
"Read other disinformation narratives alleging that The Netherlands is going to sabotage the MH17 trial, that Ukrainian regiment that shot down MH17, that CIA-controlled SBU shot MH17, and that biased JIT ignores massive data supplied by Russia.",https://euvsdisinfo.eu/report/belgium-just-like-malaysia-believes-the-mh17-trial-is-politically-biased-against-russia,2020-03-09,claim
Conspiracy theory consistent with a recurring pro-Kremlin disinformation narrative about Ukraine's sovereignty and US presence in Europe.,https://euvsdisinfo.eu/report/us-officials-loot-its-colonies-including-ukraine,2020-02-02,claim
"Recurring pro-Kremlin disinformation narrative painting Western governments as hostile toward ""alternative voices"" in the media, particularly Russian ones.",https://euvsdisinfo.eu/report/sputnik-estonia-closed-due-to-government-harassment,2020-01-10,claim
This narrative began to appear in the Russian media in June when the Presidents of Poland and the United States signed the Joint Declaration on Defence Cooperation.,https://euvsdisinfo.eu/report/poland-seeks-to-increase-its-influence-in-eastern-europe-through-the-myth-of-russian-aggression,2019-08-17,claim
"Recurrent pro-Kremlin disinformation narrative on the downing of flight MH17 over Ukraine, aiming to discredit the criminal trial and the Joint Investigation Team (JIT).",https://euvsdisinfo.eu/report/jit-excluded-russia-from-mh17-probe-ignored-russian-evidence,2021-06-22,claim
The story is part of an emerging web of counter-narratives designed to confuse Western public opinion and deny Moscow's involvement in the poisoning of Alexei Navalny.,https://euvsdisinfo.eu/report/if-navalny-exited-coma-he-was-not-poisoned-with-novichok,2020-09-07,claim
"A recurring pro-Kremlin narrative casting Ukraine, Poland and the Baltic States as countries which do not respect the history of WWII and its heroes.",https://euvsdisinfo.eu/report/the-polish-government-has-declared-a-war-against-historical-truth-places-of-memory-and-the-honour-of-the-red-army-soldiers,2020-07-06,claim
"This is a recurring pro-Kremlin disinformation narrative about the Skripal poisoning in the UK, attempting to divert attention from Russia's proven responsibility for the attack.",https://euvsdisinfo.eu/report/novichok-the-nerve-agent-that-poisoned-the-skripals-was-not-made-in-russia,2019-08-02,claim
Recurring pro-Kremlin disinformation narrative about colour revolutions.,https://euvsdisinfo.eu/report/the-protests-in-belarus-are-a-colour-revolution-conducted-according-to-maidan-scenario,2020-08-10,claim
Recurring pro-Kremlin disinformation narratives attacking the independence and integrity of the OPCW; lending credence to the claim that the 2018 Douma attack was staged; and absolving the Syrian regime of responsibility for chemical attacks in general.,https://euvsdisinfo.eu/report/russias-un-delegation-proves-opcw-doctored-own-report-on-douma-incident,2020-01-21,claim
Recurring pro-Kremlin disinformation narrative about the Kyiv government sabotaging peace in the Donbas region.,https://euvsdisinfo.eu/report/ukraine-does-not-comply-with-the-minsk-agreements,2019-09-05,claim
Recurring pro-Kremlin disinformation narrative concerning the human rights situation in Russia.,https://euvsdisinfo.eu/report/there-is-no-religious-persecution-in-russia,2021-11-30,claim
This message is consistent with recurring propagandistic narratives about war in Ukraine and Western attempts to disrupt Belarusian-Russian relations.,https://euvsdisinfo.eu/report/real-ukrainian-patriots-fought-for-dpr-lpr-real-belarusian-patriots-consider-belarus-and-russia-the-one-body,2019-10-09,claim
Recurring pro-Kremlin disinformation narrative depicting the 2013-14 protests in Kyiv as a coup d’état orchestrated by the West.,https://euvsdisinfo.eu/report/european-politicians-are-to-blame-for-what-happened-in-ukraine-in-2014,2020-05-31,claim
"See previous disinformation narratives alleging that 2014 Ukraine coup was orchestrated by neo-Nazis, Euromaidan was a coup supported by the US and that the list of those killed on the Maidan has a very weak connection with reality.",https://euvsdisinfo.eu/report/european-politicians-are-to-blame-for-what-happened-in-ukraine-in-2014,2020-05-31,claim
It is consistent with the lost sovereignty narrative frequently promoted by pro-Kremlin disinformation sources and follows other disinformation cases on the Nord Stream 2 pipeline project.,https://euvsdisinfo.eu/report/the-us-delays-the-construction-of-the-north-stream-2-through-denmark,2019-06-11,claim
The story advances a recurring pro-Kremlin disinformation narrative casting the Skripal poisoning as wholly unconnected to Russia.,https://euvsdisinfo.eu/report/no-solid-evidence-of-russias-role-in-skripal-poisoning,2020-05-08,claim
Recurring pro-Kremlin disinformation narrative about vaccines.,https://euvsdisinfo.eu/report/astrazeneca-vaccine-was-born-thanks-to-russia,2021-01-20,claim
The story is part of an emerging pro-Kremlin disinformation narrative seeking to delegitimise the conduct and results of the 2020 US presidential election.,https://euvsdisinfo.eu/report/the-2020-us-presidential-election-was-marked-by-anti-trump-bias,2020-11-05,claim
"This message is consistent with pro-Kremlin disinformation narratives about the West's, and in this case, the EU's intention to encircle Russia and the former’s attempts to bring discord in Belarusian-Russian relations.",https://euvsdisinfo.eu/report/eus-political-aim-behind-the-eastern-partnerhsip-is-to-isolate-russia,2019-05-14,claim
"This is a recurring pro-Kremlin disinformation narrative about Ukraine, the war in Ukraine and Ukraine's statehood.",https://euvsdisinfo.eu/report/war-in-donbas-is-a-way-of-existence-for-ukraine,2021-03-01,claim
"An unfounded claim, perpetuating pro-Kremlin disinformation narrative about vaccines.",https://euvsdisinfo.eu/report/sweden-is-getting-rid-of-astrazeneca-vaccine-under-the-disguise-of-philantrophy,2021-05-03,claim
Recurring pro-Kremlin disinformation narrative on Istanbul Convention.,https://euvsdisinfo.eu/report/in-case-of-ratification-of-the-istanbul-convention-an-influx-of-50000-perverted-from-abroad-is-expected,2019-11-05,claim
"Recurring pro-Kremlin disinformation narrative claiming that Ukraine is not willing to implement the Minsk agreements, and Ukraine's position is the only obstacle on the way to the peace process in Donbas.",https://euvsdisinfo.eu/report/ukraine-continues-to-gather-military-equipment-in-donbas,2022-01-03,claim
"An unfounded conspiracy theory, sharing a recurrent pro-Kremlin narrative about ""secret elites"" controlling world leaders.",https://euvsdisinfo.eu/report/the-coronavirus-outbreak-is-a-magnificent-example-of-global-brainwashing,2020-03-22,claim
Recurring pro-Kremlin narrative about the Western interference in Ukrainian politics.,https://euvsdisinfo.eu/report/macron-interferes-in-other-countries,2019-04-25,claim
"Recurring pro-Kremlin disinformation narrative attempting to put responsibility for the deterioration in relations between Russia and the West exclusively on the latter, ignoring the reasons behind the sanctions.",https://euvsdisinfo.eu/report/western-russian-relations-deteriorated-because-of-western-actions,2021-04-28,claim
The claim advances recurrent pro-Kremlin disinformation narratives about the poisoning of activist Alexei Navalny and the alleged harmful influence of Washington on European politics.,https://euvsdisinfo.eu/report/navalny-incident-is-us-plot-to-disrupt-nord-stream-2,2020-09-18,claim
Polluting Western media environments with multiple contradictory narratives of a given event is an established strategy of pro-Kremlin media outlets.,https://euvsdisinfo.eu/report/navalny-incident-is-us-plot-to-disrupt-nord-stream-2,2020-09-18,claim
"This message contains Russian irredentist ideology of All-Russian nation and is consistent with recurring pro-Kremlin narratives about Ukraine and Nazism, and West's attempts to destabilize Belarus and to push it to follow the 'Ukraine's path'.",https://euvsdisinfo.eu/report/ukrainian-and-belarusian-national-clothes-are-aimed-to-destroy-the-russian-state,2019-05-04,claim
The All-Russian nation is an Imperial Russian and Russian irredentist ideology which at present-time is one pro-Kremlin narratives aimed at weakening national identity of Belarusian and Ukrainians and these countries' sovereignty.,https://euvsdisinfo.eu/report/ukrainian-and-belarusian-national-clothes-are-aimed-to-destroy-the-russian-state,2019-05-04,claim
"Recurring pro-Kremlin narrative seeking to absolve the Assad regime of responsibility for chemical attacks perpetrated in the course of the Syrian civil war, as well as to undermine the credibility and independence of the OPCW.",https://euvsdisinfo.eu/report/opcw-has-deliberately-falsified-douma-report-to-blame-the-assad-government,2019-12-17,claim
Recurring pro-Kremlin disinformation narrative painting anti-government protests as Nazi and Fascist.,https://euvsdisinfo.eu/report/belarusian-opposition-white-red-white-flag-was-the-flag-of-nazi-collaborators,2020-08-18,claim
"Recurring pro-Kremlin narratives portraying the White Helmets as a Western-backed terrorist proxy and, implicitly, denying the responsibility of the Assad regime for chemical attacks perpetrated during the Syrian civil war.",https://euvsdisinfo.eu/report/white-helmets-used-chemical-weapons-in-syria-in-order-to-accuse-the-assad-government,2020-01-11,claim
Consistent with recurring pro-Kremlin disinformation narrative about the elections in Ukraine.,https://euvsdisinfo.eu/report/if-poroshenko-loses-the-second-round-of-the-elections-he-might-murder-zelensky,2019-04-11,claim
"A recurring pro-Kremlin narrative trying to deny any role for Russia in the Russo-Georgian 2008 war, and presenting it instead as a conflict between South Ossetia and Georgia.",https://euvsdisinfo.eu/report/south-ossetia-was-subjected-to-armed-georgian-aggression,2019-12-05,claim
A recurrent pro-Kremlin disinformation narrative accusing the West of “hostile and aggressive anti-Russian actions”.,https://euvsdisinfo.eu/report/riga-tallinn-and-warsaw-develop-anti-russian-information-weapons,2021-08-06,claim
Recurring pro-Kremlin disinformation narrative about the Belarusian protests.,https://euvsdisinfo.eu/report/poland-and-lithuania-are-directly-controlling-the-coup-in-belarus,2020-11-27,claim
"It is consistent with common pro-Kremlin narratives about Ukrainian statehood, discrimination against Russian speakers and Russophobia.",https://euvsdisinfo.eu/report/zelenskyy-continues-a-monstrous-experiment-to-turn-ukrainians-into-the-enemies-of-russians,2019-06-07,claim
"This is a recurring disinformation narrative abut war in Ukraine and Minsk Agreements, accusing Ukraine of obstructing the work of the Trilateral Contact Group for the peaceful settlement of the situation in eastern Ukraine and hampering peace initiatives.",https://euvsdisinfo.eu/report/ukraine-disrupts-humanitarian-meeting-on-donbas,2021-08-26,claim
Recurring pro-Kremlin disinformation narrative which masks the clear violation of Ukrainian sovereignty and territorial integrity by acts of aggression by the Russian armed forces since February 2014 as a civil conflict.,https://euvsdisinfo.eu/report/normandy-summit-aimed-at-solving-ukraines-internal-problems,2019-12-09,claim
"This is a mix of conspiracy theories and recurring pro-Kremlin disinformation narrative about global elites secretly ruling the world, particularly the so-called ‘Deep State’ in the United States.",https://euvsdisinfo.eu/report/assassination-of-john-f-kennedy-and-9-11-attacks-were-organized-by-deep-state,2020-12-18,claim
This narrative aims to question the legitimacy of democracy and Western institutions.,https://euvsdisinfo.eu/report/assassination-of-john-f-kennedy-and-9-11-attacks-were-organized-by-deep-state,2020-12-18,claim
Recurring disinformation narrative about George Soros.,https://euvsdisinfo.eu/report/soros-plunges-countries-into-chaos-and-anarchy,2020-12-07,claim
Recurring pro-Kremlin disinformation narrative alleging that Ukraine does not want to adhere to the Minsk agreements and instead plans to inflame a war in Donbas.,https://euvsdisinfo.eu/report/zelenskyys-team-is-not-committed-to-the-implementation-of-the-minsk-agreements,2021-04-05,claim
"The article is repeating a baseless conspiracy theory promoted by some US conservative commentators, in line with recurrent pro-Kremlin narratives framing US protests as a staged ‘colour revolution’ and portraying Soros as an evil master behind almost every protest around the world.",https://euvsdisinfo.eu/report/george-soros-denies-funding-us-riots-evidences-prove-it,2020-06-12,claim
Recurring pro-Kremlin disinformation narrative undermining the statehood of Ukraine.,https://euvsdisinfo.eu/report/ukraine-and-georgia-are-not-sovereign-states,2020-02-15,claim
Denying the presence of Russian forces in Donbas is a standard pro-Kremlin disinformation narrative.,https://euvsdisinfo.eu/report/osce-experts-could-not-prove-russias-involvement-in-donbas,2019-06-24,claim
This message is ungrounded generalisation containing a recurring pro-Kremlin narrative about the West's moral decay aimed at portraying Russia and the so-called Russian world as superior to the West in terms of values and morals. ',https://euvsdisinfo.eu/report/the-west-is-not-about-fairness-or-solidarity-its-priority-value-is-selfishness,2019-06-04,claim
Threatened values' is one of the most common narratives used by pro-Kremlin outlets.,https://euvsdisinfo.eu/report/the-west-is-not-about-fairness-or-solidarity-its-priority-value-is-selfishness,2019-06-04,claim
This is a recurring pro-Kremlin disinformation narratives about EU/NATO enlargement and the West's strategy of encircling Russia.,https://euvsdisinfo.eu/report/americans-build-military-objectives-in-bulboaca,2019-08-24,claim
"Recurring pro-Kremlin disinformation narrative claiming that Ukraine is an anti-Russian, Russophobic state.",https://euvsdisinfo.eu/report/ukraine-is-occupied-by-fascists,2020-02-07,claim
"This disinformation message contains pro-Kremlin narrative about the war in Ukraine, which does not mention the well documented Russian involvement that violated Ukraine's territorial integrity, including by supporting and arming separatist groups in Eastern Ukraine.",https://euvsdisinfo.eu/report/at-least-9-mln-of-ukrainians-support-civil-war-political-terror-and-extrajudicial-killings,2019-04-23,claim
A recurring disinformation narrative about alleged anti-Russian bias in the West and plots against Russia’s achievements.,https://euvsdisinfo.eu/report/nato-has-a-policy-of-discrediting-sputnik-v,2020-12-11,claim
It is consistent with recurring pro-Kremlin narratives about alleged Western aggressiveness towards Russia and its anti-Russian activities.,https://euvsdisinfo.eu/report/napoleon-hitler-the-eu-the-united-europe-repeatedly-encroaches-on-russia-and-loses,2021-05-04,claim
"This article also touts a recurring pro-Kremlin propaganda narrative about lost sovereignty / external control, specifically about the EU's critical dependence on the so-called ""Anglo-Saxons"".",https://euvsdisinfo.eu/report/napoleon-hitler-the-eu-the-united-europe-repeatedly-encroaches-on-russia-and-loses,2021-05-04,claim
"""This type of claim is a recurrent Russian narrative portraying migrants and refugees as a great source of danger.",https://euvsdisinfo.eu/report/money-to-teach-children-in-kindergartens-now-goes-for-migrants-in-germany,2019-11-09,claim
"Recurrent pro-Kremlin disinformation narrative about West's aggressive Russophobic policy of sanctions, framing them as unjustified measures against Russia.",https://euvsdisinfo.eu/report/western-sanctions-are-illegal-and-hostile-actions,2021-05-18,claim
"This publication is a telling example of recurring pro-Kremlin disinformation narrative about Nazis in the EU, which has been repeatedly debunked.",https://euvsdisinfo.eu/report/the-west-plans-to-kill-and-conquer-the-post-soviet-countries-populations-just-like-nazis,2021-01-05,claim
"Furthermore, it promotes the narrative about aggressive West and discredits Western values by attributing groundless characteristics to the market economy and the Western world.",https://euvsdisinfo.eu/report/the-west-plans-to-kill-and-conquer-the-post-soviet-countries-populations-just-like-nazis,2021-01-05,claim
Recurrent pro-Kremlin disinformation narrative about the lost sovereignty and Belarus.,https://euvsdisinfo.eu/report/the-eu-is-offering-a-bribe-to-belarus-for-democratisation,2021-05-28,claim
"Conspiracy theory framing Russia as the ultimate target of international events, based on several recurrent pro-Kremlin disinformation narratives about Russia being encircled and about colour revolutions, framing popular protests in Belarus and Kyrgyzstan or elsewhere as Western-backed destabilisation attempts in the post-Soviet space.",https://euvsdisinfo.eu/report/belarus-is-the-beginning-russia-will-face-blows-from-the-west-south-and-east,2020-09-25,claim
"The narrative has been applied to report about protests in Ukraine, Georgia, Armenia, Kyrgyzstan, Belarus, as well as to portray the West as an aggressive actor constantly preparing new coups.",https://euvsdisinfo.eu/report/belarus-is-the-beginning-russia-will-face-blows-from-the-west-south-and-east,2020-09-25,claim
"Recurrent pro-Kremlin disinformation narrative about Ukrainian statehood, portraying Ukraine as a vassal of the West.",https://euvsdisinfo.eu/report/ukraine-is-ruled-by-the-west,2021-05-18,claim
Recurring pro-Kremlin disinformation narrative that Western sanctions against Russia are ineffective and/or meaningless.,https://euvsdisinfo.eu/report/europe-is-engulfed-by-sanctions-against-russia,2019-11-28,claim
"Recurring pro-Kremlin disinformation narrative about the annexation of Crimea, claiming that Crimea voted to rejoin Russia through a legal referendum.",https://euvsdisinfo.eu/report/crimea-is-a-russian-sovereign-region,2020-12-09,claim
Recurring pro-Kremlin disinformation narrative about Ukraine.,https://euvsdisinfo.eu/report/ukrainian-anticorruption-authorities-are-controlled-by-the-western-embassies,2019-02-28,claim
Recurring pro-Kremlin narrative that there is no proof behind accusations against Russia.,https://euvsdisinfo.eu/report/germany-fabricating-new-sripal-case-ahead-of-normandy-summit,2019-12-07,claim
Consistent with the narrative on Russophobia.,https://euvsdisinfo.eu/report/germany-fabricating-new-sripal-case-ahead-of-normandy-summit,2019-12-07,claim
See similar narratives on Skripal and MH17 cases.,https://euvsdisinfo.eu/report/germany-fabricating-new-sripal-case-ahead-of-normandy-summit,2019-12-07,claim
Recurring disinformation narrative about the ongoing migration crisis on the eastern border of the EU directly inspired by the Belarusian authorities.,https://euvsdisinfo.eu/report/the-eu-supported-oppositional-plotters-so-lukashenka-stopped-protecting-the-european-border,2021-08-23,claim
This message is a conspiracy consistent with one of the most common pro-Kremlin narratives alleging that certain countries are no longer truly sovereign.,https://euvsdisinfo.eu/report/western-europe-is-subordinate-to-anglo-saxon-world-headed-by-the-us,2019-05-14,claim
Recurring pro-Kremlin disinformation narrative about the illegal annexation ofCrimea.,https://euvsdisinfo.eu/report/no-proof-of-human-rights-abuses-in-crimea,2020-11-20,claim
A recurring narrative of pro-Kremlin disinformation that the West blames Russia unfairly and without evidence.,https://euvsdisinfo.eu/report/russia-not-involved-in-the-killing-of-georgian-citizen,2019-12-04,claim
"This is a recurring disinformation narrative from pro-Kremlin outlets, claiming that Crimea reunited with Russia following a legal and democratic referendum after nationalists staged a coup in Ukraine in 2014.",https://euvsdisinfo.eu/report/crimea-joined-russia-after-fascists-seized-power-in-ukraine,2021-09-17,claim
Recurring pro-Kremlin disinformation narrative about COVID-19 and vaccines that are being developed by Western countries.,https://euvsdisinfo.eu/report/ukrainians-have-suffered-from-the-american-vaccine-testing,2020-10-22,claim
"See similar narratives, such as Trying to catch up with Russia, the West lost another round in the fight against pandemic; There is no approved COVID-19 vaccine except the Russian one, says Reuters; WHO said the Russian vaccine against coronavirus is safe and efficient.",https://euvsdisinfo.eu/report/ukrainians-have-suffered-from-the-american-vaccine-testing,2020-10-22,claim
"Recurring pro-Kremlin disinformation narrative claiming that Ukraine is a failed, disintegrating state with no sovereignty and under Western control.",https://euvsdisinfo.eu/report/there-is-no-solution-for-the-ukraine-none-whatsoever,2020-03-20,claim
"A recurring pro-Kremlin disinformation narrative about the coronavirus that seeks to discredit the EU, claiming that it has abandoned European values and traditions and is built on the worship of money and of free-markets.",https://euvsdisinfo.eu/report/eu-is-only-an-economic-bloc-that-will-soon-be-over,2020-04-08,claim
This message is consistent with the common pro-Kremlin narrative about decadent values and moral decay in contemporary Western societies.,https://euvsdisinfo.eu/report/eu-is-only-an-economic-bloc-that-will-soon-be-over,2020-04-08,claim
"This piece promotes a number of recurring pro-Kremlin disinformation narratives about the so-called 'Deep State' in the US ruling the country and aiming for global dominance, the US's anti-Russian plans including colour revolution attempts, a 2014 coup in Ukraine organised by the West, and West's moral decay as opposed to high-moral Russia.",https://euvsdisinfo.eu/report/american-deep-state-will-continue-a-hybrid-war-against-russia-through-joe-biden,2020-11-09,claim
"This is a recurring disinformation narrative from pro-Kremlin media, claiming that NATO is a hostile bloc, one of whose main goals is to surround Russia with military bases in former Soviet republics including Ukraine.",https://euvsdisinfo.eu/report/the-west-needs-ukraine-for-nato-bases-as-kyiv-prepares-for-mythical-russian-invasion,2021-07-02,claim
Recurring pro-Kremlin disinformation narrative about the EU allegedly meddling into elections in third countries.,https://euvsdisinfo.eu/report/crimean-scenario-for-venezuela-under-eus-pressure,2019-01-27,claim
The disinformation message also contains recurring pro-Kremlin disinformation narrative about the West and Crimea.,https://euvsdisinfo.eu/report/crimean-scenario-for-venezuela-under-eus-pressure,2019-01-27,claim
"A repeated narrative labelling pro-democracy movements as “colour revolutions”, which suggests the involvement of foreign (Western) governments as well as an attempt to discredit the Belarusian opposition.",https://euvsdisinfo.eu/report/the-situation-in-belarus-is-just-another-colour-revolution-orchestrated-by-the-west,2021-05-27,claim
The narrative about foreign-led colour revolutions has been used repeatedly by pro-Kremlin outlets.,https://euvsdisinfo.eu/report/the-situation-in-belarus-is-just-another-colour-revolution-orchestrated-by-the-west,2021-05-27,claim
"Disinformation framing Russia as the ultimate target of international events, based on several recurrent pro-Kremlin disinformation narratives about Russia being encircled and an information war being waged against it.",https://euvsdisinfo.eu/report/russia-faces-an-aggressive-policy-aimed-weakening-and-controlling-it,2021-02-24,claim
Recurrent disinformation narrative by the pro-Kremlin media denying any wrongdoing by Russia.,https://euvsdisinfo.eu/report/the-attack-on-navalny-is-a-special-operation-against-nord-stream-2,2020-09-11,claim
Pro-Kremlin disinformation narrative about the war in Ukraine.,https://euvsdisinfo.eu/report/due-to-the-provocation-of-ukraine-a-man-died-at-a-checkpoint-with-the-dnr,2020-06-13,claim
"Recurring pro-Kremlin disinformation narratives designed to denigrate the history of Ukraine, Ukrainian statehood and its independence, claiming that Ukraine is a failed state.",https://euvsdisinfo.eu/report/ukraine-is-a-failed-state-30-years-since-its-existence,2021-08-19,claim
Recurring pro-Kremlin disinformation narratives about NATO.,https://euvsdisinfo.eu/report/nato-tanks-aimed-at-belarus-and-the-union-state,2020-10-30,claim
Recurring pro-Kremlin disinformation narrative claiming that Ukraine is a Russophobic country and that decommunisation is directed against Russia.,https://euvsdisinfo.eu/report/its-not-decommunisation-in-ukraine-but-an-outright-russophobia,2019-11-11,claim
"Recurring pro-Kremlin disinformation narratives attempting to acquit the Assad regime of all responsibility for chemical attacks in Syria, and accusing the EU and the US of crimes against humanity because of sanctions.",https://euvsdisinfo.eu/report/sanctions-against-syria-are-crimes-against-humanity-and-chemical-attacks-dont-exist,2021-03-15,claim
"This is a recurring disinformation narrative from pro-Kremlin outlets, denying Moscow’s involvement in the poisoning of Russian opposition leader Alexei Navalny.",https://euvsdisinfo.eu/report/eu-slaps-sanctions-on-russia-over-unproved-poisoning-of-navalny,2021-07-19,claim
"You can see other examples of these false narratives, such as NATO's efforts to destroy the Orthodox Church in Montenegro, the use of this country as a base to create the Greater Albania, the NATO-led destruction of the Montenegrin army or its accession to the Atlantic Alliance as a plot against Russia.",https://euvsdisinfo.eu/report/coup-taking-place-against-church-montenegro,2019-12-26,claim
"Recurrent pro-Kremlin disinformation narrative about Ukrainian statehood, portraying Ukraine as a not sovereign country.",https://euvsdisinfo.eu/report/ukraine-is-not-a-sovereign-country-and-it-should-stay-that-way,2021-07-30,claim
"This is a mix of several recurring pro-Kremlin disinformation narratives about Ukraine and encircling Russia, part of an ongoing disinformation campaign about Russia’s military buildup on the Ukrainian border.",https://euvsdisinfo.eu/report/the-us-and-annalena-baerbock-are-inciting-the-ukrainians-to-war,2022-01-03,claim
"Recurring pro-Kremlin narrative about the EU using the Brexit to ""insult the UK"".",https://euvsdisinfo.eu/report/eu-will-change-the-political-regime-in-the-uk-to-annoy-the-us,2018-10-10,claim
Recurring pro-Kremlin disinformation narratives about the war in Ukraine and alleging that Ukraine is under external control.,https://euvsdisinfo.eu/report/the-uk-is-a-provocateur-and-a-warmonger-in-donbas,2021-04-15,claim
Recurring pro-Kremlin disinformation narrative about the Skripal poisoning claiming that the United Kingdom was never able to prove a “Russian trace” and did not provide detailed evidence of Russia’s involvement.,https://euvsdisinfo.eu/report/the-skripals-got-caught-in-a-power-struggle-among-us-and-uk-billionaires,2020-04-17,claim
"A recurring pro-Kremlin narrative about Ukraine being under ""external control"" mixed with a narrative alleging that it is a Russophobic country.",https://euvsdisinfo.eu/report/ukraine-is-a-western-puppet-that-creates-problems-for-russia,2021-06-16,claim
"Recurring pro-Kremlin disinformation narrative, portraying NATO as a threat to global peace because it has an aggressive agenda.",https://euvsdisinfo.eu/report/nato-tries-to-achieve-security-with-very-aggressive-actions,2019-10-31,claim
Recurring pro-Kremlin disinformation narrative about the US and biological weapons.,https://euvsdisinfo.eu/report/pentagon-develops-ethnic-biological-weapons-in-the-us-biolabs-in-post-soviet-republics,2021-07-15,claim
Recurring pro-Kremlin disinformation narrative claiming that Hong Kong protests are supported and funded by the US and/or by other Western states.,https://euvsdisinfo.eu/report/the-west-is-using-the-colour-revolution-model-in-china,2020-07-17,claim
